Title,Metascore,Userscore
Nacho Libre,52,6.8
Scrooged,38,6.8
Takers,45,6.0
Source Code,74,7.6
Stigmata,28,5.5
I Feel Pretty,48,3.9
Big Mommas: Like Father Like Son,22,4.9
Alive,56,7.4
Bombshell,64,6.2
A History of Violence,82,7.5
The Incredible Burt Wonderstone,44,5.8
The Quick and the Dead,49,7.0
Laws of Attraction,38,5.5
Bad Times at the El Royale,60,7.2
Going the Distance,51,5.7
Bringing Out The Dead,72,7.4
Repo Men,32,6.5
Bogus,N/A,N/A
Cradle Will Rock,64,5.8
The Good German,49,5.8
George and the Dragon,N/A,N/A
Criminal,61,6.1
Flight,76,7.3
Mr. Hollands Opus,59,6.5
Moonraker,66,6.0
Vacation,55,7.7
Arachnophobia,67,6.8
Isnt it Romantic,60,5.6
Frequency,67,6.9
Hearts in Atlantis,55,7.7
Extraordinary Measures,45,6.3
Birth of the Dragon,35,4.5
Get Shorty,81,7.0
Crazy Rich Asians,74,6.8
Chicago,81,7.7
Big Daddy,42,6.6
American Pie,58,6.9
The Vow,43,6.2
Speed,78,8.0
Dodgeball: A True Underdog Story,55,6.9
The Addams Family,57,7.2
The Addams Family,57,7.2
Ace Ventura: When Nature Calls,43,6.7
Analyze This,60,6.8
Sisters,58,5.9
Pokemon: The First Movie,N/A,N/A
Hannah Montana: The Movie,47,6.6
Rugrats in Paris,N/A,N/A
The Hitmans Bodyguard,47,6.5
Four Brothers,49,6.7
Looper,84,7.6
Warm Bodies,60,7.0
The Exorcist: Believer,39,3.3
PAW Patrol: The Mighty Movie,49,6.8
About Schmidt,85,7.7
The Nut Job,37,4.2
Down to Earth,32,5.3
Hope Springs,65,6.5
Forgetting Sarah Marshall,67,7.8
Friday Night Lights,70,7.1
Harlem Nights,16,5.5
Baby Mama,55,5.4
Hope Floats,43,6.5
Bride Wars,24,4.7
Without a Paddle,29,6.1
P.S. I Love You,39,6.1
Life of the Party,46,5.0
Letters to Juliet,50,6.5
Message in a Bottle,40,6.7
Star Trek V: The Final Frontier,43,5.6
Like Mike,47,6.1
Sommersby,N/A,N/A
Racing Stripes,43,6.8
Black Rain,85,8.1
Den of Thieves,49,6.4
Drag Me To Hell,83,6.9
The Cabin in the Woods,72,7.4
Secondhand Lions,52,7.9
The Menu,71,6.8
Stranger Than Fiction,67,7.9
Hanna,65,7.0
Blue Crush,61,6.4
Little Shop of Horrors,81,7.4
Gridiron Gang,52,6.4
Midnight Run,78,7.8
Meet the Spartans,9,3.2
The Running Man,45,7.1
The Family,42,6.2
Mortal Kombat: Annihilation,11,3.9
Larry Crowne,41,5.8
Carrie,53,6.1
Carrie,53,6.1
Last Christmas,50,6.2
Take the Lead,55,6.2
Death Wish,31,6.9
Love and Other Drugs,55,6.2
Entourage,38,5.2
Side Effects,46,tbd
Side Effects,46,tbd
Deliver Us from Evil,86,7.9
Get on Up,71,6.6
Mollys Game,71,7.4
Winnie the Pooh,74,7.6
Bulworth,75,6.5
Dumb and Dumberer: When Harry Met Lloyd,19,3.2
White Boy Rick,59,6.4
Virtuosity,39,5.5
One True Thing,63,7.6
Sanctum,42,5.1
Ballerina,tbd,tbd
The Next Three Days,52,7.0
Proud Mary,35,4.6
Sleepless,34,4.6
Little Black Book,36,5.7
Are You There God Its Me Margaret,84,7.5
The Unbearable Weight of Massive Talent,68,7.3
Nine Lives,80,6.3
Runner Runner,36,5.4
The Watchers,46,5.1
North Country,68,7.1
mother,79,8.1
Steve Jobs,82,7.1
Spirit Untamed,49,4.6
Eight Legged Freaks,53,5.9
Fled,N/A,N/A
Howard the Duck,28,5.1
Pride and Glory,45,5.3
The Little Things,54,5.7
The Cave,30,5.1
Godsend,24,5.4
Honest Thief,46,5.8
Dumb Money,66,6.3
Wicker Park,40,7.2
The New World,73,7.1
Evening,45,6.4
The Last Stand,54,6.6
In Dreams,N/A,N/A
Wing Commander,N/A,N/A
Caf Society,N/A,N/A
Antitrust,31,5.7
Dead Man Down,39,6.3
Hoodwinked Too: Hood vs. Evil,N/A,N/A
First Daughter,31,4.8
The Lost City of Z,78,7.0
The Space Between Us,33,5.3
Anna,42,6.8
Anna,42,6.8
The Imaginarium of Doctor Parnassus,65,6.8
Trapped,42,8.1
The Current War: Directors Cut,55,6.4
Johnny English Strikes Again,39,6.1
Stronger,76,7.4
Gloria,26,6.1
Replicas,50,tbd
Replicas,50,tbd
The Merchant of Venice,63,7.1
Supercross,26,3.3
Miss Potter,57,7.2
Love and Monsters,63,7.4
The Tax Collector,22,6.1
Machine Gun Preacher,43,6.7
Bilal: A New Breed of Hero,52,8.5
DOA: Dead or Alive,38,4.9
Le Petit Nicolas,N/A,N/A
Wild Card,40,5.3
United Passions,1,0.8
Happy Family,N/A,N/A
Grace of Monaco,21,tbd
Overdrive,tbd,5.6
Goodbye Bafana,tbd,8.8
Space Pirate Captain Harlock,N/A,N/A
The Underdoggs,39,4.5
Collide,33,5.7
Night School,76,tbd
The Boss,40,4.6
Once Upon a Time in Mexico,56,6.6
Keeping the Faith,60,5.7
Logan Lucky,78,6.9
The Borrowers,N/A,N/A
Like a Boss,33,3.4
FrostNixon,80,7.9
Seed of Chucky,46,5.0
Serving Sara,18,6.4
Confessions of a Dangerous Mind,67,7.0
Taking Woodstock,55,6.6
Cry Freedom,59,6.6
Voyagers,44,4.8
Mumford,62,6.5
The Jacket,44,7.3
Indiana Jones and the Temple of Doom,57,7.7
Girls Trip,71,5.6
Out of Africa,69,7.0
Along Came a Spider,42,6.7
A Bad Moms Christmas,42,4.8
Safe Haven,34,5.8
Scary Stories to Tell in the Dark,61,6.4
Role Models,61,7.1
Miracle,68,7.4
Last Vegas,48,6.7
For Your Eyes Only,54,6.5
Tag,56,6.4
Identity,64,7.2
Serendipity,52,7.3
Timecop,48,6.2
No Reservations,50,6.8
Rob Roy,55,7.4
We Own the Night,59,6.5
A Walk Among the Tombstones,57,6.4
Abigail,62,6.8
Brick Mansions,40,5.4
Just My Luck,29,6.4
Lost Souls,16,5.9
American Ultra,50,6.1
Winged Migration,82,7.9
Pride and Prejudice and Zombies,45,5.5
Mystery Alaska,49,7.6
John Carpenters Ghosts of Mars,N/A,N/A
Our Brand is Crisis,71,tbd
Kundun,74,7.3
Alatriste,N/A,N/A
Knocked Up,85,7.2
Octopussy,63,6.3
My Sisters Keeper,51,6.8
Welcome Home Roscoe Jenkins,46,4.9
A Passage to India,78,7.0
Notes on a Scandal,73,7.7
Rendition,55,6.6
Anonymous,tbd,tbd
Limitless,59,7.3
Star Trek VI: The Undiscovered Country,65,8.4
Annabelle Comes Home,53,6.3
Kiss the Girls,46,6.5
Money Monster,55,6.6
About a Boy,75,7.4
Lake Placid,34,6.3
The Neverending Story,49,7.7
Dark City,66,7.7
Return to Oz,42,7.4
Suspect Zero,37,6.7
Martian Child,48,5.8
Flawless,57,7.0
Mindhunters,33,6.5
What Just Happened,N/A,N/A
Lucy in the Sky,36,4.5
The Magic Flute,tbd,tbd
Rules Dont Apply,60,5.4
Freaky Friday,70,7.2
Shakespeare in Love,87,7.0
Kindergarten Cop,61,6.7
Pineapple Express,64,7.3
Ever After: A Cinderella Story,N/A,N/A
Flatliners,55,6.6
Flatliners,55,6.6
Open Range,67,7.2
Red Eye,71,6.9
New Years Eve,22,4.7
O Brother Where Art Thou,69,7.6
In Good Company,66,5.9
PAW Patrol: The Movie,50,6.6
Lawless,58,7.0
Clockstoppers,40,7.0
Silverado,64,7.5
Brothers,58,6.9
Brothers,58,6.9
Bad Santa,70,7.1
Original Sin,33,6.6
The Raven,44,6.2
Welcome to Mooseport,33,4.7
SelfLess,34,6.1
Motherless Brooklyn,60,7.1
The Fifth Estate,49,6.3
Blood and Wine,N/A,N/A
Viy,N/A,N/A
Accidental Love,20,4.4
The Face of an Angel,37,5.4
W.,56,5.9
Mrs. Doubtfire,54,7.7
It Ends With Us,53,5.7
The Bodyguard,39,7.0
Schindlers List,95,9.2
Anyone But You,52,5.8
Anchorman: The Legend of Ron Burgundy,63,7.3
Up in the Air,83,7.8
Freddy vs. Jason,37,6.5
Bridge to Terabithia,74,7.4
Jimmy Neutron: Boy Genius,65,6.4
Cloverfield,64,7.2
Dear John,43,6.1
Parental Guidance,36,4.8
Everything Everywhere All At Once,81,7.9
Chocolat,64,6.7
No Strings Attached,50,5.4
A Dogs Purpose,43,6.3
The Lucky One,39,5.6
Romeo Must Die,52,6.8
Madeas Big Happy Family,45,4.9
Finding Neverland,67,7.6
The Grey,64,6.9
Hide and Seek,35,6.3
Cobra,25,6.4
Agent Cody Banks,41,5.6
Nanny McPhee,59,6.2
The Giver,47,6.2
Nothing To Lose,N/A,N/A
The Night Before,58,6.1
Money Talks,N/A,N/A
Rugrats Go Wild,38,6.2
Undercover Brother,69,6.5
August: Osage County,58,7.1
Kiss of the Dragon,58,6.8
Million Dollar Arm,56,7.1
What a Girl Wants,41,6.2
Jeepers Creepers,49,6.7
Peppermint,29,5.7
Good Luck Chuck,19,4.4
Shes the Man,45,6.5
The Gambler,55,5.5
The Gambler,55,5.5
Mr. Beans Holiday,N/A,N/A
Mothers Day,34,6.2
Bride of Chucky,48,6.7
Anacondas: The Hunt for the Blood Orchid,40,5.3
The Sitter,39,5.2
Tora Tora Tora,N/A,N/A
Spice World,34,6.5
Reagan,22,5.9
Draft Day,54,6.6
Rings,25,4.1
Dance Flick,40,4.3
Crocodile Dundee in Los Angeles,37,4.7
Kingpin,43,7.2
Ice Princess,55,5.9
The Losers,44,6.0
Fighting,61,6.0
War,36,5.9
Don Juan DeMarco,63,7.0
A Lot Like Love,48,6.8
He Got Game,64,7.1
CHiPS,28,5.0
PunchDrunk Love,N/A,N/A
Eurotrip,45,6.9
Father Figures,22,4.7
The Ruins,44,6.1
Masterminds,47,4.9
Resident Evil: Welcome to Raccoon City,44,3.6
The Counselor,48,5.0
Unaccompanied Minors,43,5.8
Mary Queen of Scots,60,5.4
Half Past Dead,23,5.8
Legend,55,6.9
Legend,55,6.9
The Adventures of Pinocchio,N/A,N/A
The Box,47,5.1
My Soul to Take,25,4.7
The Girl Next Door,29,5.5
Fly Me To the Moon,53,6.4
Maximum Risk,N/A,N/A
Stealing Harvard,25,7.2
Hot Rod,43,7.5
Battle of the Sexes,73,6.2
Cirque du Soleil: Worlds Away,51,5.7
Lifeforce,50,7.3
The Conspirator,55,6.5
The Powerpuff Girls,65,6.8
Michael Collins,59,7.5
Lords of Dogtown,56,6.6
Big Trouble in Little China,53,7.3
Abandon,36,5.3
Straw Dogs,45,5.9
Brokedown Palace,44,7.0
Mrs. Winterbourne,35,7.5
Stone Cold,42,6.0
The Road,64,7.4
The Hoax,70,7.3
A Journal for Jordan,42,5.2
Captive State,54,5.6
Sheena,N/A,N/A
Suburbicon,42,4.6
Underclassman,19,7.5
Deception,31,5.7
Tank Girl,46,5.1
Blindness,45,6.3
Sgt. Stubby: An American Hero,58,7.7
Carnage,71,5.0
Tulip Fever,38,4.6
BloodRayne,18,2.2
Bad Lieutenant: Port of Call New Orleans,N/A,N/A
Jane Got a Gun,49,5.2
Me and Orson Welles,73,7.0
Where the Truth Lies,47,5.2
Without Limits,71,tbd
On the Road,56,5.9
Les petits mouchoirs,N/A,N/A
Love Ranch,37,6.3
Mutant Chronicles,tbd,6.9
Matilda,72,7.5
Belka i Strelka. Zvezdnye sobaki,N/A,N/A
The Professor and the Madman,27,7.3
Ironclad,42,6.7
Waterloo,N/A,N/A
The Adventurer: The Curse of the Midas Box,39,5.8
Star Trek IV: The Voyage Home,71,8.0
Old School,54,6.8
Rocky Balboa,63,7.7
Think Like a Man Too,38,4.6
Fences,79,7.3
The Whole Nine Yards,47,6.7
Footloose,58,6.2
Footloose,58,6.2
Going in Style,50,6.2
I Still Know What You Did Last Summer,21,5.4
Hitman,35,5.9
Hello Dolly,N/A,N/A
Return to Me,54,7.9
Double Take,66,tbd
Girl Interrupted,51,7.4
Nurse Betty,69,5.5
Faster,57,tbd
Lock Up,52,6.8
Win a Date with Tad Hamilton,N/A,N/A
Muppets From Space,53,6.3
Ready to Rumble,23,4.8
Foxcatcher,81,7.1
Play it to the Bone,32,8.0
Beyond the Sea,61,tbd
Meet the Deedles,N/A,N/A
The Thief and the Cobbler,N/A,N/A
Flood,N/A,N/A
Annaatthe,N/A,N/A
Zombieland,73,7.8
Dangerous Minds,46,6.7
Bad Boys,41,6.6
The Wedding Ringer,35,6.1
The Ides of March,67,7.1
Pitch Black,49,7.7
Someone Like You,32,5.3
Marry Me,51,6.5
Joy Ride,75,6.9
Haywire,67,5.4
Anywhere But Here,59,5.8
Vanity Fair,53,5.0
Eddie the Eagle,54,7.2
The Marksman,44,5.7
The Way Back,66,7.2
The Crew,37,tbd
Chasing Liberty,46,4.3
Harley Davidson and the Marlboro Man,36,7.8
In the Valley of Elah,65,7.5
Redemption,43,6.3
Rogue,tbd,7.1
Spaceballs,46,7.6
The Water Diviner,50,6.8
Jeanne du Barry,48,4.6
Ghost,52,7.4
The Nun,51,tbd
The Rookie,72,6.8
Staying Alive,24,7.3
Son of God,37,4.2
The Animal,43,4.1
Underworld,42,7.1
The Net,51,6.3
Diary of a Wimpy Kid: Dog Days,54,6.7
Derailed,40,6.3
The Informant,N/A,N/A
Delivery Man,44,6.2
Jay and Silent Bob Strike Back,51,7.4
Shadowlands,N/A,N/A
Traitor,61,7.1
Diary of a Wimpy Kid: The Long Haul,39,2.9
Homefront,40,6.2
Saving Silverman,22,5.7
Summer of Sam,67,7.0
The Glass House,34,6.0
The Transporter Refueled,32,4.2
Josie and the Pussycats,47,6.8
The Little Vampire,45,7.5
I Heart Huckabees,55,6.6
Roman J. Israel Esq.,58,6.2
Out of the Furnace,63,7.3
Dudley DoRight,N/A,N/A
Just Getting Started,21,3.8
Darling Lili,N/A,N/A
Before I Go to Sleep,41,5.4
Stone,58,5.9
Michael Clayton,82,7.3
Arlington Road,65,7.1
My Fellow Americans,49,6.7
To Rome with Love,54,6.2
Silver Linings Playbook,81,8.3
Blockers,69,6.2
Pet Sematary,38,5.2
Pet Sematary,38,5.2
Firefox,44,5.2
Death at a Funeral,51,5.7
Death at a Funeral,51,5.7
Teenage Mutant Ninja Turtles III,40,5.1
Hardball,N/A,N/A
The Hustle,35,3.9
Kidnap,44,5.1
Never Back Down,39,6.5
Tinker Tailor Soldier Spy,85,6.6
Victoria and Abdul,58,6.1
The Bachelor,31,5.3
Swing Vote,47,6.2
Away We Go,58,7.0
Moonlight Mile,59,7.5
The Beaver,60,6.4
Bitter Harvest,34,6.8
Molly,21,6.1
Robot Overlords,47,4.3
Velvet Buzzsaw,61,5.6
eXistenZ,70,7.5
Pulse,29,6.2
Us,81,6.4
Five Nights at Freddys,33,7.9
Bringing Down the House,39,6.1
Bad Moms,60,5.3
Glass,43,6.5
Halloween Kills,42,5.6
Tammy,39,3.9
Good Boys,60,6.0
School of Rock,82,7.9
Disturbia,62,7.0
Cocktail,12,6.0
Free Willy,79,6.9
Tyler Perrys A Madea Family Funeral,39,4.0
Tyler Perrys Boo A Madea Halloween,N/A,N/A
White Chicks,41,6.7
Obsessed,25,6.5
Holes,71,7.3
Halloween Ends,47,4.5
The Last Song,33,5.6
Why Did I Get Married Too,43,6.1
Drumline,63,6.1
Barbershop: The Next Cut,67,5.7
A Simple Favor,67,6.8
Violent Night,55,6.6
Popeye,64,6.2
Premonition,29,5.6
Boogeyman,32,5.5
The Tigger Movie,53,6.5
Acrimony,32,6.3
Max,56,6.8
The Star,42,5.9
Epic Movie,17,2.4
The Grudge,49,5.9
The Grudge,49,5.9
Nerve,58,6.6
How Stella Got Her Groove Back,56,8.3
Man of the Year,39,5.6
Risen,51,6.9
Vampires Suck,18,3.5
The Black Hole,52,4.8
The American,61,6.0
Knock at the Cabin,63,5.5
Babel,69,7.5
This is Where I Leave You,44,6.6
Doubt,68,8.0
Team America: World Police,64,7.5
Copycat,54,6.4
Scary Movie V,N/A,N/A
Paint Your Wagon,50,tbd
The Debt,65,6.6
Ghost Ship,28,5.6
Daybreakers,57,6.1
The Bank Job,69,7.4
Wild Things,51,6.5
Stick It,53,6.9
One Missed Call,24,4.6
Eye for an Eye,tbd,7.7
Street Kings,55,6.8
From Dusk Till Dawn,48,7.3
You Again,28,5.6
Nancy Drew,53,6.5
Alpha and Omega,36,5.7
Endless Love,30,4.3
The Covenant,19,4.2
Spiral,40,6.5
Monte Carlo,43,7.6
Rough Night,51,4.7
Quigley Down Under,51,7.5
To Die For,86,7.4
Shorts,53,5.3
Priscilla,79,6.6
Vampires,42,6.3
Appaloosa,64,6.5
Secret in Their Eyes,45,5.5
YuGiOh,N/A,N/A
Reign Over Me,61,7.1
Georgia Rule,25,5.3
Under the Rainbow,N/A,N/A
Ladyhawke,64,6.8
Simon Birch,39,6.6
School for Scoundrels,44,5.9
Operation Finale,58,6.5
Home for the Holidays,57,7.0
The Zookeepers Wife,57,7.0
Fired Up,N/A,N/A
Dead Silence,34,6.1
Armored,50,6.6
Paparazzi,38,5.3
A Guy Thing,27,4.3
Loser,35,5.6
Capitalism: A Love Story,61,7.2
Lockout,48,5.9
Disaster Movie,15,1.7
The Man Who Knew Too Little,N/A,N/A
Burnt,42,5.8
Envy,31,6.1
One Night with the King,38,6.4
Bullets Over Broadway,N/A,N/A
Ghost Town,tbd,tbd
The Light Between Oceans,60,6.9
Undisputed,58,6.2
Let Me In,79,7.9
Be Kind Rewind,52,6.6
Mrs. Henderson Presents,71,6.8
Deconstructing Harry,62,7.3
Three to Tango,36,6.9
The Machine,52,6.8
Everyone Says I Love You,N/A,N/A
Death Sentence,36,6.4
Popstar: Never Stop Never Stopping,68,7.5
Thank You for Your Service,tbd,tbd
Whered You Go Bernadette,51,6.5
Battle of the Year,29,3.2
Ratchet and Clank,N/A,N/A
The Man,33,7.3
Code Name: The Cleaner,33,4.7
Inherent Vice,81,7.3
Connie and Carla,44,6.8
Machete Kills,41,5.9
Sweet Charity,53,7.0
Proof,64,7.0
An American Carol,20,6.5
Willard,61,6.4
Strange Wilderness,12,5.0
Chasing Mavericks,45,5.8
A Most Violent Year,79,7.0
A Dangerous Method,76,6.5
A Scanner Darkly,73,7.1
Bandslam,66,7.0
Alone in the Dark,9,2.1
Birth,51,6.5
Hands of Stone,54,5.9
Tolkien,48,5.9
Flash of Genius,57,6.9
The Cold Light of Day,22,4.0
Synecdoche New York,67,8.2
LBJ,54,7.4
Bon Voyage,68,tbd
Marci X,20,4.8
Equilibrium,33,7.5
Dylan Dog: Dead of Night,31,5.0
The Oogieloves in the BIG Balloon Adventure,32,7.2
Middle Men,60,6.8
All Good Things,57,5.8
Steamboy,66,5.9
Un sac de billes,N/A,N/A
The Tempest,43,6.5
People I Know,53,8.0
Regression,32,5.4
Admiral,tbd,7.7
Zambezia,N/A,N/A
Three Kingdoms: Resurrection of the Dragon,N/A,N/A
The Touch,N/A,N/A
Extinction,46,5.7
Survivor,28,4.1
Beyond Skyline,46,5.3
The History of Love,N/A,N/A
Dwegons and Leprechauns,N/A,N/A
Fight Valley,22,tbd
How It Ends,36,3.8
Tyler Perrys A Madea Homecoming,42,5.6
Bird Box,51,5.9
De rouille et dos,N/A,N/A
The Painted Veil,69,7.6
The Frozen Ground,37,6.5
Bad Teacher,47,5.3
Sausage Party,66,5.6
Sea of Love,66,6.7
Just Married,28,5.6
I Can Do Bad All By Myself,55,5.1
A Cinderella Story,25,6.0
Thirteen Ghosts,30,5.8
House on Haunted Hill,28,6.8
Nobodys Fool,86,7.8
The Switch,52,6.1
Leap Year,33,6.1
Gone Baby Gone,72,7.8
Thomas and the Magic Railroad,19,5.6
Mutiny on The Bounty,87,7.7
Gone,36,5.6
Sex Drive,49,6.9
Take Me Home Tonight,42,6.3
Action Point,36,4.2
Kansas City,58,5.8
Out of the Inferno,N/A,N/A
The Amityville Horror,33,5.7
Adaptation,83,8.0
The Invention of Lying,58,6.2
Fear and Loathing in Las Vegas,41,7.5
Left Behind,22,4.2
Left Behind,22,4.2
Neighbors,68,6.3
Borat,N/A,N/A
The Mask,59,7.6
Big,73,7.7
Legally Blonde,59,6.7
Star Trek III: The Search for Spock,58,6.8
Deuce Bigalow: Male Gigolo,30,6.0
My Big Fat Greek Wedding,62,6.8
The Perfect Guy,36,3.6
Austin Powers: International Man of Mystery,51,7.2
Diary of a Wimpy Kid: Rodrick Rules,tbd,5.5
Old,55,5.2
The Forever Purge,53,4.5
Prom Night,17,3.9
Soul Surfer,53,7.2
Under the Tuscan Sun,52,7.3
Uncle Drew,57,6.3
Peggy Sue Got Married,75,7.2
Gosford Park,90,7.3
Orange County,48,6.1
Gung Ho,48,6.5
Blue Jasmine,78,7.6
Honey,37,5.7
The Fog,27,4.3
The Fog,27,4.3
Spy Hard,25,5.4
Ricki and the Flash,54,6.0
Conan the Destroyer,53,6.0
Love the Coopers,31,5.0
Observe and Report,54,6.1
Love Happens,33,5.6
Fame,39,4.8
The Circle,85,5.8
The Popes Exorcist,45,5.7
Young Sherlock Holmes,65,7.4
Small Time Crooks,69,6.3
Center Stage,52,4.6
Norm of the North,21,1.5
Catch That Kid,33,5.2
Jobs,44,5.2
Life as a House,45,7.1
Youth in Revolt,63,6.4
And So It Goes,38,6.1
The Legend of the Lone Ranger,N/A,N/A
Labor Day,19,tbd
Getaway,22,5.4
Being Julia,65,7.3
Troop Beverly Hills,32,7.4
Dragonslayer,71,5.2
Mongol,N/A,N/A
RocknRolla,53,7.3
Megaforce,18,tbd
Hamlet,67,6.0
Hamlet,67,6.0
The Railway Man,59,7.2
Restoration,66,tbd
Metallica Through the Never,61,8.1
Anything Else,43,5.6
Unforgettable,45,3.9
Unforgettable,45,3.9
Phantom,36,5.6
The Informers,20,6.9
Carlos,94,7.9
Renaissance,57,3.1
My Spy,46,6.0
I Come with the Rain,N/A,N/A
I Am Wrath,tbd,7.6
Wolves,37,5.9
Day of the Dead,60,7.1
Day of the Dead,60,7.1
The Prince,19,3.6
Forsaken,55,7.3
Red Lights,74,6.0
Superbad,76,8.0
Madea Goes To Jail,50,6.0
Hoodwinked,N/A,N/A
Beerfest,46,6.4
Black Nativity,48,4.9
City of Ghosts,57,7.5
Smile,47,tbd
Lets Be Cops,30,6.4
I Know What You Did Last Summer,52,6.3
Sideways,94,7.6
The Best Man Holiday,59,6.0
Evil Dead,57,7.3
McFarland USA,60,7.3
Almost Christmas,55,5.1
The Hills Have Eyes,52,6.5
Crawl,60,6.1
Good Boy,tbd,4.4
Beastly,40,5.3
Tron,58,6.6
Dickie Roberts: Former Child Star,36,5.7
ATL,63,6.8
Summer Catch,21,5.3
Larry the Cable Guy: Health Inspector,21,3.0
Superman IV: The Quest for Peace,24,2.7
They,31,5.8
My Life in Ruins,34,7.8
American Dreamz,45,5.1
How She Move,63,7.2
Running Scared,41,6.7
The Apparition,18,4.0
Bobby Jones: Stroke of Genius,45,5.0
Shanghai Surprise,16,6.9
Roar,65,tbd
Veronica Guerin,55,6.5
Genius,56,6.6
Nancy Drew and the Hidden Staircase,55,5.6
Southland Tales,44,6.1
Escobar: Paradise Lost,56,6.5
Mune le gardien de la lune,N/A,N/A
Occupation: Rainfall,N/A,N/A
Damnation Alley,30,tbd
One Night in Miami,83,6.9
The Young Messiah,33,5.4
Wall Street,56,7.5
The Illusionist,68,7.5
Becoming Jane,55,6.5
House of Sand and Fog,71,7.4
Sydney White,45,6.7
When Harry Met Sally,76,8.0
Insidious: The Red Door,45,5.0
Varsity Blues,50,7.4
The Unborn,30,5.2
The Texas Chainsaw Massacre: The Beginning,30,6.7
The Roommate,23,4.3
The Messengers,34,5.7
See Spot Run,24,5.6
Double Impact,40,5.6
Baby Boy,55,5.9
Joe Dirt,20,6.6
The Women,27,4.8
Vicky Cristina Barcelona,70,7.0
A Dogs Journey,43,7.2
Stuber,42,5.8
Boys and Girls,29,5.3
Superfly,52,6.1
Remember Me,40,6.7
White Oleander,61,7.3
Drowning Mona,25,5.8
Radio Days,74,7.5
How to Deal,45,6.6
Soul Plane,33,4.3
My Stepmother Is an Alien,47,6.6
Meteor,27,tbd
Highlander,24,7.4
Bleed for This,62,6.7
Hollywood Ending,46,6.7
Duets,40,4.2
Detroit Rock City,33,7.9
Things We Lost in the Fire,63,7.3
The Homesman,68,6.5
Trance,61,6.5
Trance,61,6.5
The Immigrant,77,7.3
Steel,28,4.9
Men Women and Children,N/A,N/A
The Apprentice,64,6.7
Teen Spirit,57,5.5
Enter the Void,69,7.0
Good,40,5.3
Hachiko: A Dogs Story,N/A,N/A
The Lovebirds,59,5.2
The Old Man and the Gun,80,6.8
Second Act,46,6.1
Juwanna Mann,24,2.4
Triangle of Sadness,63,7.1
The Personal History of David Copperfield,77,5.1
Ararat,62,tbd
Slow Burn,34,tbd
Madison,43,tbd
The Yellow Handkerchief,62,7.2
Annette,67,6.5
Wasabi,53,6.7
Slither,69,6.8
Beverly Hills Cop,66,7.8
Top Gun,50,7.2
Tootsie,88,7.9
The Kings Speech,88,8.3
Crouching Tiger Hidden Dragon,94,8.1
Twins,50,6.7
Annabelle: Creation,62,6.7
Jackass Presents: Bad Grandpa,54,6.6
Heaven Can Wait,72,7.3
Mama,57,6.0
Private Benjamin,59,6.5
Coal Miners Daughter,84,6.8
Diary of a Wimpy Kid,56,6.4
Dog,61,6.0
National Lampoons Vacation,55,7.7
The Queen,90,7.6
Why Did I Get Married,54,6.4
Jesus Revolution,46,6.4
When a Stranger Calls,27,5.8
Big Fat Liar,36,6.8
Cop Land,64,6.8
Wag the Dog,74,7.5
Krampus,49,6.5
Not Another Teen Movie,32,6.3
Wild,74,7.2
Hawaii,N/A,N/A
Malibus Most Wanted,43,5.7
All About Steve,17,4.9
The Last House on the Left,42,6.4
The Last House on the Left,42,6.4
Because of WinnDixie,N/A,N/A
Dont Breathe,71,7.2
Thanksgiving,63,6.3
Halloween: Resurrection,19,3.5
When the Game Stands Tall,41,7.1
Confessions of a Teenage Drama Queen,33,6.5
Grosse Pointe Blank,76,7.8
Home Again,41,5.5
Ramona and Beezus,56,7.7
Escape Room: Tournament of Champions,48,5.2
The November Man,38,5.6
The Craft,55,6.7
Nowhere to Run,41,6.3
Urban Legends: Final Cut,16,5.2
The Place Beyond the Pines,68,7.7
Flicka,57,6.2
Keanu,63,6.3
The Photograph,62,5.9
Country Strong,45,6.2
Tuck Everlasting,66,6.5
Disturbing Behavior,N/A,N/A
A Most Wanted Man,73,7.0
The Green Knight,85,6.3
The Man with the Iron Fists,51,5.7
Firestarter,50,6.6
Firestarter,50,6.6
Miss Bala,79,6.9
Killing Them Softly,64,6.2
Freddy Got Fingered,13,4.7
DeLovely,N/A,N/A
Whip It,68,6.5
Highlander: Endgame,21,5.7
The Founder,66,7.4
Idlewild,55,7.0
Confidence,59,6.1
Blinded by the Light,71,6.7
Knockaround Guys,30,6.4
The Muse,57,6.8
New York Stories,N/A,N/A
Home Fries,45,7.3
Here on Earth,25,5.4
Raise Your Voice,33,5.8
Black Snake Moan,52,6.3
Dark Blue,57,6.2
Brainstorm,57,8.4
Queen of Katwe,73,6.5
Whatever it Takes,20,4.7
Boat Trip,18,6.0
The Love Letter,N/A,N/A
The Love Letter,N/A,N/A
Hoot,46,4.7
Trumbo,71,4.8
Promised Land,55,6.0
Hotel Artemis,58,5.5
Post Grad,35,5.8
Whatever Works,45,6.9
The In Crowd,14,6.6
Jakob the Liar,40,6.4
The Company Men,69,6.6
Kiss Kiss Bang Bang,73,7.5
Idle Hands,31,5.9
Scouts Guide to the Zombie Apocalypse,32,5.7
Blood and Chocolate,33,4.9
You Will Meet a Tall Dark Stranger,51,5.9
Rock the Kasbah,29,4.1
Never Let Me Go,69,7.1
The Disappointments Room,31,3.1
Transsiberian,72,6.1
Crazy in Alabama,45,tbd
The Clan of the Cave Bear,34,tbd
Armageddon Time,74,6.6
